split,model,dimension,segment,sample_count,mean_actual,mean_predicted,mean_residual,mae
test,Ridge (position_specific),gw,15,350,2.5828571428571427,2.2509889797058835,0.33186816315125894,1.9815479770534548
test,Ridge (position_specific),gw,16,359,2.4623955431754876,2.1939224110619557,0.2684731321135318,1.926237572756064
test,Ridge (position_specific),gw,17,350,2.434285714285714,2.245554746010397,0.1887309682753174,2.047884719411801
test,Ridge (position_specific),gw,18,358,2.4078212290502794,2.1811899697158306,0.2266312593344491,1.8579668883646379
test,Ridge (position_specific),gw,19,362,2.483425414364641,2.1757531656231577,0.307672248741483,1.9584385213229953
test,Ridge (position_specific),gw,20,363,2.3801652892561984,2.1493556331022567,0.23080965615394172,1.8383225316018135
test,Ridge (position_specific),gw,21,359,2.3983286908077996,2.184512219005171,0.21381647180262828,1.853950552022868
test,Ridge (position_specific),gw,22,337,2.451038575667656,2.260455045821756,0.1905835298458995,1.9510017400893203
test,Ridge (position_specific),gw,23,349,2.343839541547278,2.2454288025448212,0.09841073900245678,1.9872418046813787
test,Ridge (position_specific),gw,24,364,2.32967032967033,2.1709285200179083,0.15874180965242157,1.8864841768690903
test,Ridge (position_specific),gw,25,367,2.1662125340599454,2.102045315098632,0.0641672189613137,1.7301074884179592
test,Ridge (position_specific),gw,26,368,2.407608695652174,2.413292899993331,-0.005684204341157215,1.976106718719312
test,Ridge (position_specific),gw,27,360,2.433333333333333,2.2576179930410927,0.17571534029224053,1.8638651128298174
test,Ridge (position_specific),gw,28,356,2.2191011235955056,2.16474353641674,0.054357587178765515,1.826620689884534
test,Ridge (position_specific),gw,29,357,2.3893557422969187,2.1750206821165015,0.21433506018041718,1.87921539693286
test,Ridge (position_specific),gw,30,355,2.5295774647887326,2.1959490360559193,0.3336284287328135,1.9703377373776199
test,Ridge (position_specific),gw,31,353,2.008498583569405,1.8054773160512618,0.20302126751814326,1.6693447201393414
test,Ridge (position_specific),gw,32,346,2.3583815028901736,2.084206008592772,0.2741754942974013,1.7942192110070516
test,Ridge (position_specific),gw,33,356,3.247191011235955,2.8679518101926176,0.3792392010433376,2.2447095825399908
test,Ridge (position_specific),gw,34,360,1.7138888888888888,1.6205288678701724,0.09336002101871664,1.6708514456827126
test,Ridge (position_specific),gw,35,353,2.320113314447592,2.0311668281907336,0.28894648625685887,1.8459780778998007
test,Ridge (position_specific),gw,36,352,2.5823863636363638,2.4137706570309145,0.16861570660544947,1.9593695736350336
